occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline,oews_occ_title,oews_emp,oews_a_mean,oews_h_mean,oews_a_median,oews_h_median,oews_a_pct10,oews_a_pct25,oews_a_pct75,oews_a_pct90,oews_oews_year
51-4034,"        Lathe and turning machine tool setters, operators, and tenders, metal and plastic",18.9,16.4,-13.6,1.5,0.6,1.2,10.1,-0.014087882546491404,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",18970.0,50190.0,24.13,48620.0,23.38,36200.0,41180.0,58100.0,65450.0,2024
51-4035,"        Milling and planing machine setters, operators, and tenders, metal and plastic",13.8,11.8,-14.4,1.1,0.4,0.9,10.1,-0.015534973904890559,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13810.0,52940.0,25.45,48310.0,23.22,36810.0,41650.0,61290.0,75000.0,2024
51-4041,      Machinists,299.5,299.6,0.0,29.5,12.3,17.2,9.8,3.33839659882873e-05,Machinists,298790.0,57390.0,27.59,56150.0,27.0,38100.0,46250.0,64910.0,78760.0,2024
51-4050,"      Metal furnace operators, tenders, pourers, and casters",26.7,26.0,-2.8,2.6,1.0,1.6,10.0,-0.002653176826876047,"Metal Furnace Operators, Tenders, Pourers, and Casters",26160.0,55960.0,26.91,54100.0,26.01,38350.0,45340.0,63780.0,77260.0,2024
51-4051,        Metal-refining furnace operators and tenders,20.8,20.3,-2.3,2.0,0.8,1.3,10.0,-0.002430252209855266,Metal-Refining Furnace Operators and Tenders,20330.0,57290.0,27.55,55770.0,26.81,38760.0,46550.0,65070.0,80280.0,2024
51-4052,"        Pourers and casters, metal",5.9,5.7,-4.7,0.6,0.2,0.4,10.0,-0.0034426779552413356,"Pourers and Casters, Metal",5830.0,51320.0,24.68,48940.0,23.53,37250.0,41410.0,59850.0,68030.0,2024
51-4060,"      Model makers and patternmakers, metal and plastic",4.8,3.8,-20.3,0.4,0.2,0.3,10.9,-0.02309071822865394,"Model Makers and Patternmakers, Metal and Plastic",4800.0,63250.0,30.41,59530.0,28.62,38740.0,47520.0,74760.0,94570.0,2024
51-4061,"        Model makers, metal and plastic",3.2,2.6,-18.2,0.3,0.1,0.2,10.9,-0.02054985026666456,"Model Makers, Metal and Plastic",3230.0,65840.0,31.65,62700.0,30.14,38430.0,48860.0,79470.0,95780.0,2024
51-4062,"        Patternmakers, metal and plastic",1.6,1.2,-24.4,0.1,0.1,0.1,10.9,-0.028358342136926562,"Patternmakers, Metal and Plastic",1570.0,57930.0,27.85,54540.0,26.22,39150.0,47520.0,66590.0,79690.0,2024
51-4070,"      Molders and molding machine setters, operators, and tenders, metal and plastic",167.3,158.2,-5.5,16.8,7.1,10.6,10.9,-0.005577244367633738,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",167540.0,44340.0,21.32,41890.0,20.14,32180.0,36450.0,49310.0,60210.0,2024
51-4071,        Foundry mold and coremakers,12.7,9.4,-25.9,0.9,0.5,0.7,10.9,-0.029641055849668363,Foundry Mold and Coremakers,12720.0,46910.0,22.55,45700.0,21.97,36220.0,39370.0,51360.0,61390.0,2024
51-4072,"        Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",154.6,148.8,-3.8,15.9,6.6,9.8,10.9,-0.003816499956310504,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",154820.0,44130.0,21.22,41230.0,19.82,31990.0,36290.0,49100.0,60110.0,2024
51-4081,"      Multiple machine tool setters, operators, and tenders, metal and plastic",131.0,130.3,-0.5,12.8,5.0,7.8,9.8,-0.0005356404004683846,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",129850.0,48590.0,23.36,46060.0,22.14,34130.0,38320.0,56220.0,72850.0,2024
51-4111,      Tool and die makers,55.2,49.3,-10.8,4.7,2.4,2.9,10.2,-0.011240238342594688,Tool and Die Makers,55130.0,65100.0,31.3,63180.0,30.38,44200.0,51200.0,77430.0,87660.0,2024
51-4120,"      Welding, soldering, and brazing workers",496.2,502.5,1.3,48.8,15.0,33.1,9.6,0.0012624530913973864,"Welding, Soldering, and Brazing Workers",460340.0,54640.0,26.27,50560.0,24.31,37820.0,45090.0,61390.0,75260.0,2024
51-4121,"        Welders, cutters, solderers, and brazers",457.3,467.2,2.2,45.6,13.9,30.7,9.6,0.002144075334314266,"Welders, Cutters, Solderers, and Brazers",424040.0,55100.0,26.49,51000.0,24.52,38130.0,45580.0,61610.0,75850.0,2024
51-4122,"        Welding, soldering, and brazing machine setters, operators, and tenders",38.9,35.4,-9.0,3.2,1.1,2.5,9.6,-0.009383936518554514,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",36290.0,49270.0,23.69,47060.0,22.62,35780.0,39480.0,55870.0,66190.0,2024
51-4190,      Miscellaneous metal workers and plastic workers,78.4,69.5,-11.4,6.4,2.8,4.4,9.8,-0.011977410351119766,Miscellaneous Metal Workers and Plastic Workers,77710.0,47500.0,22.84,45050.0,21.66,33810.0,37470.0,53460.0,64720.0,2024
51-4191,"        Heat treating equipment setters, operators, and tenders, metal and plastic",14.8,12.9,-12.8,1.2,0.5,0.8,9.8,-0.013646024161102055,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14590.0,49030.0,23.57,47450.0,22.81,35260.0,39900.0,56330.0,64290.0,2024
51-4192,"        Layout workers, metal and plastic",5.7,5.4,-5.4,0.5,0.2,0.3,9.8,-0.005392132111511128,"Layout Workers, Metal and Plastic",5610.0,65770.0,31.62,61870.0,29.74,40430.0,51810.0,76980.0,93230.0,2024
51-4193,"        Plating machine setters, operators, and tenders, metal and plastic",31.7,27.4,-13.6,2.5,1.1,1.8,9.8,-0.014471631343042302,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31510.0,43820.0,21.07,41600.0,20.0,31940.0,36620.0,48990.0,58320.0,2024
51-4194,"        Tool grinders, filers, and sharpeners",5.8,5.4,-7.8,0.5,0.2,0.3,9.8,-0.007120425188202217,"Tool Grinders, Filers, and Sharpeners",5730.0,51790.0,24.9,48970.0,23.54,33770.0,39520.0,60210.0,74120.0,2024
51-4199,"        Metal workers and plastic workers, all other",20.4,18.5,-9.5,1.7,0.7,1.2,9.8,-0.009728783068820523,"Metal Workers and Plastic Workers, All Other",20270.0,45850.0,22.05,42750.0,20.56,33850.0,36890.0,49930.0,62800.0,2024
51-5100,    Printing workers,212.1,190.4,-10.3,19.3,9.0,12.5,10.7,-0.01073503768313222,Printing Workers,204640.0,46260.0,22.24,44830.0,21.55,31450.0,36950.0,52510.0,62530.0,2024
51-5111,      Prepress technicians and workers,26.2,22.3,-14.6,2.8,1.3,1.8,13.0,-0.01598808496727311,Prepress Technicians and Workers,23070.0,49130.0,23.62,47300.0,22.74,34270.0,39000.0,57530.0,65530.0,2024
51-5112,      Printing press operators,150.2,138.0,-8.1,13.7,6.2,8.7,10.4,-0.008435624172841938,Printing Press Operators,145110.0,46620.0,22.41,45160.0,21.71,31450.0,36970.0,54340.0,63060.0,2024
51-5113,      Print binding and finishing workers,35.8,30.0,-16.1,2.8,1.5,1.9,10.3,-0.017519763708070513,Print Binding and Finishing Workers,36470.0,43040.0,20.69,39820.0,19.14,31110.0,36070.0,48240.0,57980.0,2024
51-6000,"    Textile, apparel, and furnishings workers",520.7,504.2,-3.2,66.8,37.5,30.9,13.4,-0.0032149255653138864,"Textile, Apparel, and Furnishings Workers",464330.0,36970.0,17.78,35580.0,17.11,27160.0,30680.0,40270.0,47840.0,2024
51-6011,      Laundry and dry-cleaning workers,202.6,213.5,5.4,31.9,17.2,13.6,14.8,0.005254078599210565,Laundry and Dry-Cleaning Workers,195360.0,33990.0,16.34,33800.0,16.25,26270.0,29530.0,36760.0,42370.0,2024
51-6021,"      Pressers, textile, garment, and related materials",28.4,24.6,-13.5,2.8,1.8,1.4,11.9,-0.01426159629329593,"Pressers, Textile, Garment, and Related Materials",26830.0,33370.0,16.04,33880.0,16.29,24960.0,29060.0,36830.0,41410.0,2024
51-6031,      Sewing machine operators,124.0,110.7,-10.8,13.0,8.1,6.2,12.2,-0.011281652039386358,Sewing Machine Operators,109590.0,36680.0,17.64,36000.0,17.31,26860.0,31200.0,40810.0,47060.0,2024
51-6040,      Shoe and leather workers,13.6,13.1,-3.8,1.3,0.6,0.7,10.1,-0.0037387496595957526,Shoe and Leather Workers,10910.0,36560.0,17.58,36460.0,17.53,24960.0,29690.0,42930.0,47860.0,2024
51-6041,        Shoe and leather workers and repairers,9.5,9.1,-3.8,0.9,0.4,0.5,10.1,-0.004292499284261786,Shoe and Leather Workers and Repairers,7640.0,36280.0,17.44,35950.0,17.29,25170.0,29400.0,41400.0,48090.0,2024
51-6042,        Shoe machine operators and tenders,4.1,3.9,-3.7,0.4,0.2,0.2,10.1,-0.004988557666960269,Shoe Machine Operators and Tenders,3270.0,37230.0,17.9,38160.0,18.35,24160.0,30450.0,43390.0,47860.0,2024
51-6050,"      Tailors, dressmakers, and sewers",44.2,42.1,-4.8,5.6,3.5,2.4,13.5,-0.0048558767639720335,"Tailors, Dressmakers, and Sewers",18540.0,42930.0,20.64,39590.0,19.03,26830.0,32590.0,48760.0,60850.0,2024
51-6051,"        Sewers, hand",5.4,5.0,-7.0,0.7,0.4,0.3,13.5,-0.007666564931797182,"Sewers, Hand",2240.0,34810.0,16.74,33760.0,16.23,25530.0,29210.0,38180.0,46320.0,2024
51-6052,"        Tailors, dressmakers, and custom sewers",38.8,37.1,-4.5,5.0,3.0,2.1,13.5,-0.004470306005840419,"Tailors, Dressmakers, and Custom Sewers",16290.0,44050.0,21.18,40860.0,19.64,27110.0,33480.0,49780.0,62490.0,2024
51-6060,"      Textile machine setters, operators, and tenders",52.5,47.1,-10.2,5.9,2.8,3.6,12.9,-0.010795324557550945,"Textile Machine Setters, Operators, and Tenders",49910.0,38820.0,18.66,37800.0,18.17,29630.0,34430.0,42400.0,47970.0,2024
51-6061,        Textile bleaching and dyeing machine operators and tenders,6.2,5.5,-10.1,0.7,0.3,0.4,12.9,-0.011908644058651552,Textile Bleaching and Dyeing Machine Operators and Tenders,5820.0,39000.0,18.75,37320.0,17.94,28990.0,32350.0,43230.0,47660.0,2024
51-6062,"        Textile cutting machine setters, operators, and tenders",9.3,8.2,-11.7,1.0,0.5,0.6,12.9,-0.012509126810087867,"Textile Cutting Machine Setters, Operators, and Tenders",8960.0,38500.0,18.51,37940.0,18.24,27230.0,32380.0,43710.0,49080.0,2024
51-6063,"        Textile knitting and weaving machine setters, operators, and tenders",15.3,13.6,-11.2,1.7,0.8,1.1,12.9,-0.011709210879118914,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14530.0,39470.0,18.97,38260.0,18.4,29640.0,34530.0,44180.0,48070.0,2024
51-6064,"        Textile winding, twisting, and drawing out machine setters, operators, and tenders",21.7,19.8,-9.0,2.5,1.2,1.5,12.9,-0.009121179634215104,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",20600.0,38440.0,18.48,37660.0,18.11,30380.0,35270.0,40970.0,46940.0,2024
51-6090,"      Miscellaneous textile, apparel, and furnishings workers",55.4,53.1,-4.0,6.3,3.5,3.0,12.0,-0.004231289313433084,"Miscellaneous Textile, Apparel, and Furnishings Workers",53200.0,46630.0,22.42,43670.0,21.0,31300.0,36360.0,51270.0,64620.0,2024
51-6091,"        Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",15.2,15.0,-1.1,2.0,1.1,0.9,13.4,-0.001323645881997182,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14900.0,47420.0,22.8,44980.0,21.63,35590.0,38990.0,54690.0,63650.0,2024
51-6092,        Fabric and apparel patternmakers,2.8,2.5,-10.2,0.3,0.2,0.2,13.4,-0.011268893477819786,Fabric and Apparel Patternmakers,2860.0,71630.0,34.44,67670.0,32.54,34590.0,44110.0,91080.0,112540.0,2024
51-6093,        Upholsterers,22.7,22.3,-1.8,2.2,1.3,1.0,10.0,-0.001776245208070959,Upholsterers,20990.0,46960.0,22.58,46190.0,22.21,32190.0,37200.0,51740.0,63600.0,2024
51-6099,"        Textile, apparel, and furnishings workers, all other",14.7,13.3,-9.4,1.7,1.0,0.9,13.4,-0.009958429029398475,"Textile, Apparel, and Furnishings Workers, All Other",14450.0,40410.0,19.43,37010.0,17.79,30290.0,32850.0,44810.0,53710.0,2024
51-7000,    Woodworkers,233.5,229.3,-1.8,23.3,9.6,14.1,10.2,-0.0018134424471675237,Woodworkers,207380.0,44520.0,21.4,43640.0,20.98,31330.0,36820.0,49180.0,59680.0,2024
51-7011,      Cabinetmakers and bench carpenters,86.0,84.7,-1.6,8.1,3.6,4.6,9.7,-0.0015220100256947422,Cabinetmakers and Bench Carpenters,79540.0,47460.0,22.82,46020.0,22.12,34700.0,38240.0,54010.0,63220.0,2024
51-7021,      Furniture finishers,20.5,19.8,-3.3,2.0,1.1,0.9,10.2,-0.003468266465530445,Furniture Finishers,14230.0,44310.0,21.31,42530.0,20.45,31200.0,36770.0,49020.0,59820.0,2024
51-7030,"      Model makers and patternmakers, wood",1.4,1.3,-4.6,0.1,0.1,0.1,10.7,-0.007383404965592311,"Model Makers and Patternmakers, Wood",530.0,59160.0,28.44,51920.0,24.96,35210.0,41980.0,78190.0,90560.0,2024
51-7031,"        Model makers, wood",0.9,0.9,-4.5,0.1,0.0,0.1,10.7,0.0,"Model Makers, Wood",360.0,59780.0,28.74,51850.0,24.93,24710.0,40420.0,80380.0,95850.0,2024
51-7032,"        Patternmakers, wood",0.5,0.4,-5.0,0.0,0.0,0.0,10.7,-0.022067231457071457,"Patternmakers, Wood",180.0,57920.0,27.84,52520.0,25.25,40730.0,45450.0,77410.0,83330.0,2024
51-7040,"      Woodworking machine setters, operators, and tenders",108.0,106.6,-1.3,11.2,4.0,7.3,10.6,-0.0013039206949554405,"Woodworking Machine Setters, Operators, and Tenders",106490.0,42330.0,20.35,40300.0,19.38,30410.0,35970.0,47660.0,55360.0,2024
51-7041,"        Sawing machine setters, operators, and tenders, wood",45.0,44.7,-0.6,4.8,1.7,3.1,10.8,-0.0006686751521393086,"Sawing Machine Setters, Operators, and Tenders, Wood",43140.0,42390.0,20.38,39950.0,19.21,29670.0,35550.0,47770.0,56560.0,2024
51-7042,"        Woodworking machine setters, operators, and tenders, except sawing",63.1,61.9,-1.8,6.4,2.3,4.2,10.4,-0.001918216851598098,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350.0,42290.0,20.33,40440.0,19.44,30920.0,36260.0,47650.0,54340.0,2024
51-7099,"      Woodworkers, all other",17.6,16.8,-4.4,1.8,0.8,1.1,10.7,-0.004641197763806226,"Woodworkers, All Other",6590.0,43730.0,21.03,41220.0,19.82,30470.0,35890.0,48820.0,60870.0,2024
51-8000,    Plant and system operators,297.9,282.0,-5.3,25.8,9.5,17.9,9.5,-0.005470063299384931,Plant and System Operators,287720.0,75480.0,36.29,70740.0,34.01,42950.0,52290.0,97400.0,112070.0,2024
51-8010,"      Power plant operators, distributors, and dispatchers",46.6,41.9,-10.1,3.8,1.6,2.6,9.6,-0.010575157072878372,"Power Plant Operators, Distributors, and Dispatchers",45630.0,102100.0,49.09,103600.0,49.81,62690.0,81760.0,120990.0,135500.0,2024
51-8011,        Nuclear power reactor operators,5.7,4.9,-15.3,0.4,0.2,0.3,9.6,-0.015009317230842312,Nuclear Power Reactor Operators,5720.0,122830.0,59.05,122610.0,58.95,99300.0,107170.0,131520.0,152690.0,2024
51-8012,        Power distributors and dispatchers,9.3,9.0,-3.2,0.8,0.3,0.5,9.6,-0.0032736122908676446,Power Distributors and Dispatchers,9180.0,109620.0,52.7,107240.0,51.56,70760.0,91670.0,128690.0,144900.0,2024
51-8013,        Power plant operators,31.6,28.0,-11.2,2.5,1.1,1.8,9.6,-0.012022407395708368,Power Plant Operators,30720.0,95990.0,46.15,99670.0,47.92,59930.0,77400.0,111980.0,128760.0,2024
51-8021,      Stationary engineers and boiler operators,33.3,34.0,2.2,3.8,1.5,2.2,11.0,0.0020824781148482963,Stationary Engineers and Boiler Operators,30780.0,79710.0,38.32,75190.0,36.15,47310.0,60110.0,96420.0,121200.0,2024
51-8031,      Water and wastewater treatment plant and system operators,132.4,123.8,-6.5,10.7,4.2,7.3,9.0,-0.0066935262101366355,Water and Wastewater Treatment Plant and System Operators,126750.0,60620.0,29.15,58260.0,28.01,37870.0,47020.0,71280.0,86160.0,2024
51-8090,      Miscellaneous plant and system operators,85.6,82.3,-3.8,7.6,2.2,5.8,9.4,-0.003923699641919409,Miscellaneous Plant and System Operators,84560.0,81840.0,39.35,81930.0,39.39,47930.0,62610.0,101360.0,109600.0,2024
51-8091,        Chemical plant and system operators,18.1,17.0,-6.1,1.6,0.5,1.2,9.4,-0.006250244867881061,Chemical Plant and System Operators,17840.0,76290.0,36.68,73540.0,35.35,48000.0,57080.0,98050.0,107790.0,2024
51-8092,        Gas plant operators,16.2,14.8,-8.8,1.3,0.4,1.1,9.4,-0.008997682538516072,Gas Plant Operators,15910.0,85470.0,41.09,83400.0,40.1,59040.0,73150.0,100000.0,109350.0,2024
51-8093,"        Petroleum pump system operators, refinery operators, and gaugers",34.9,34.0,-2.8,3.2,0.9,2.4,9.4,-0.0026092205105554545,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34860.0,90970.0,43.74,97540.0,46.9,59790.0,77970.0,104660.0,112920.0,2024
51-8099,"        Plant and system operators, all other",16.3,16.6,1.6,1.6,0.4,1.1,9.4,0.0018254228144367612,"Plant and System Operators, All Other",15950.0,64490.0,31.0,61710.0,29.67,40250.0,47860.0,76910.0,92750.0,2024
51-9000,    Other production occupations,2622.3,2601.5,-0.8,286.9,112.9,176.1,11.1,-0.000796042342467107,Other Production Occupations,2562640.0,49030.0,23.57,45970.0,22.1,33560.0,37630.0,57110.0,69270.0,2024
51-9010,"      Chemical processing machine setters, operators, and tenders",183.2,185.2,1.0,19.8,5.7,13.9,10.7,0.0010863766773094863,"Chemical Processing Machine Setters, Operators, and Tenders",181610.0,58020.0,27.89,54110.0,26.01,36920.0,44810.0,67020.0,83990.0,2024
51-9011,        Chemical equipment operators and tenders,128.9,133.1,3.3,14.4,4.1,9.9,10.7,0.0032115274853792286,Chemical Equipment Operators and Tenders,127410.0,59800.0,28.75,57090.0,27.45,37270.0,45660.0,71400.0,88460.0,2024
51-9012,"        Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",54.4,52.0,-4.3,5.4,1.7,4.0,10.7,-0.004501879552160859,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",54200.0,53830.0,25.88,49500.0,23.8,35810.0,41830.0,61350.0,75860.0,2024
51-9020,"      Crushing, grinding, polishing, mixing, and blending workers",141.5,131.5,-7.1,12.3,4.5,8.8,9.8,-0.007302492825487894,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",141240.0,49330.0,23.72,47110.0,22.65,34820.0,39170.0,57410.0,66320.0,2024
51-9021,"        Crushing, grinding, and polishing machine setters, operators, and tenders",28.7,27.9,-2.5,2.7,0.9,1.8,9.8,-0.0028230510696942712,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",28550.0,49400.0,23.75,46890.0,22.54,35380.0,38990.0,58440.0,65980.0,2024
51-9022,"        Grinding and polishing workers, hand",11.8,9.3,-21.2,0.8,0.3,0.7,9.8,-0.023527326448530506,"Grinding and Polishing Workers, Hand",11850.0,43550.0,20.94,41690.0,20.04,32120.0,36660.0,48410.0,57250.0,2024
51-9023,"        Mixing and blending machine setters, operators, and tenders",101.1,94.3,-6.8,8.8,3.2,6.3,9.8,-0.006938708859359877,"Mixing and Blending Machine Setters, Operators, and Tenders",100840.0,49990.0,24.04,47680.0,22.92,35000.0,39800.0,57940.0,67570.0,2024
51-9030,      Cutting workers,56.0,53.6,-4.3,5.9,2.9,3.3,11.3,-0.0043706829088830945,Cutting Workers,54610.0,45840.0,22.04,45140.0,21.7,33950.0,37850.0,51550.0,60310.0,2024
51-9031,"        Cutters and trimmers, hand",7.0,5.7,-18.1,0.6,0.3,0.4,11.3,-0.02033479909985525,"Cutters and Trimmers, Hand",7070.0,41960.0,20.17,38800.0,18.65,29910.0,33860.0,48790.0,57820.0,2024
51-9032,"        Cutting and slicing machine setters, operators, and tenders",49.0,47.9,-2.3,5.3,2.6,2.9,11.3,-0.0022679037807347147,"Cutting and Slicing Machine Setters, Operators, and Tenders",47540.0,46420.0,22.32,45700.0,21.97,34890.0,38540.0,52000.0,60430.0,2024
51-9041,"      Extruding, forming, pressing, and compacting machine setters, operators, and tenders",57.3,58.4,2.0,5.2,1.5,3.6,8.8,0.0019033356595450357,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57310.0,47040.0,22.62,45130.0,21.7,34790.0,38410.0,51970.0,64660.0,2024
51-9051,"      Furnace, kiln, oven, drier, and kettle operators and tenders",16.5,17.0,3.0,1.9,0.7,1.1,11.0,0.0029897567494807653,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16160.0,49250.0,23.68,47010.0,22.6,35010.0,39250.0,57840.0,66190.0,2024
